Email No.,the,to,ect,and,for,of,a,you,hou,in,on,is,this
Email 3684,11,5,16,4,2,1,76,0,10,16,14,6,1
Email 3685,9,6,89,5,2,2,119,0,48,20,28,12,1
Email 3686,1,1,2,1,1,0,13,0,2,8,1,0,0
Email 3687,53,53,17,34,34,47,428,9,5,131,74,64,22
Email 3688,5,4,2,6,1,1,65,12,0,8,7,7,2
Email 3689,3,4,1,3,2,1,34,1,1,7,3,0,0
Email 3690,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3691,0,3,2,0,3,0,19,0,0,1,9,2,0
Email 3692,17,16,2,4,9,5,70,0,2,20,15,12,4
Email 3693,1,0,1,0,1,0,5,0,0,2,3,1,0
Email 3694,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3695,1,0,1,1,1,2,24,0,0,2,2,0,0
Email 3696,0,3,2,0,3,0,19,0,0,1,9,2,0
Email 3697,4,1,1,0,2,0,21,2,1,1,2,0,0
Email 3698,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3699,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3700,7,3,1,2,3,1,31,7,1,11,25,1,0
Email 3701,2,1,1,0,2,1,11,1,0,1,3,0,0
Email 3702,1,1,1,0,0,1,7,0,0,0,2,0,0
Email 3703,7,4,3,2,4,0,61,3,0,3,10,2,0
Email 3704,13,16,4,5,5,2,74,0,0,8,9,0,0
Email 3705,5,3,6,0,2,0,38,4,2,1,9,0,0
Email 3706,0,0,1,0,1,0,3,0,0,0,1,0,0
Email 3707,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3708,0,1,1,0,0,0,7,0,0,0,2,0,0
Email 3709,7,15,2,4,5,11,211,1,1,32,40,19,0
Email 3710,0,0,1,0,0,0,4,0,0,0,0,1,0
Email 3711,11,5,1,4,4,1,51,4,0,9,5,8,0
Email 3712,5,3,1,3,4,1,47,2,0,6,3,2,1
Email 3713,2,0,1,0,1,1,19,1,0,1,1,2,2
Email 3714,5,1,2,4,1,2,66,1,0,7,8,5,1
Email 3715,22,12,20,7,8,6,173,5,8,26,59,12,3
Email 3716,3,1,1,1,1,0,23,3,0,2,0,1,1
Email 3717,3,4,1,0,2,1,20,5,0,2,0,1,0
Email 3718,0,3,2,0,2,0,14,0,0,1,7,1,0
Email 3719,0,0,1,0,1,0,3,0,0,0,1,0,0
Email 3720,7,16,8,5,8,6,77,8,2,14,17,7,1
Email 3721,5,10,2,3,3,3,55,5,1,27,17,6,1
Email 3722,2,1,1,1,2,0,8,0,0,2,1,1,0
Email 3723,0,0,1,0,0,0,1,0,1,1,0,0,0
Email 3724,0,0,1,0,0,0,13,0,0,5,3,0,0
Email 3725,7,2,1,1,3,0,25,1,0,2,2,1,0
Email 3726,38,32,8,17,26,29,276,0,7,100,53,42,12
Email 3727,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3728,3,12,1,6,4,5,59,10,0,12,9,6,2
Email 3729,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3730,1,6,5,0,3,0,32,2,0,8,9,4,1
Email 3731,1,1,2,1,0,2,26,1,1,5,6,1,0
Email 3732,1,1,1,0,0,0,3,2,0,2,1,0,0
Email 3733,5,3,1,0,3,0,25,0,1,6,11,2,0
Email 3734,2,2,1,2,2,0,19,0,0,3,2,1,0
Email 3735,0,3,3,0,0,1,16,3,0,2,1,3,0
Email 3736,1,12,4,3,4,0,50,2,0,2,18,4,0
Email 3737,1,3,1,2,0,2,11,1,1,8,3,0,0
Email 3738,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3739,2,1,1,0,1,1,11,0,0,1,2,0,0
Email 3740,2,7,9,0,5,0,44,2,1,8,14,4,1
Email 3741,1,2,16,0,4,0,37,0,7,4,20,6,0
Email 3742,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3743,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3744,4,2,1,1,0,0,16,0,0,3,4,0,0
Email 3745,4,2,1,1,0,0,16,0,0,3,4,0,0
Email 3746,5,11,1,5,3,3,59,11,1,16,4,2,1
Email 3747,0,5,18,1,4,1,56,2,7,3,22,6,2
Email 3748,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 3749,0,5,18,1,4,1,56,2,7,3,22,6,2
Email 3750,7,2,2,2,0,4,39,1,2,9,9,1,0
Email 3751,2,0,1,0,1,1,5,0,0,1,2,0,0
Email 3752,14,21,40,8,12,3,131,4,18,27,36,13,4
Email 3753,14,21,40,8,12,3,131,4,18,27,36,13,4
Email 3754,2,0,1,0,1,1,5,0,0,1,2,0,0
Email 3755,4,3,1,2,2,0,16,1,0,0,2,1,1
Email 3756,1,2,2,5,0,2,38,0,1,7,5,5,0
Email 3757,4,3,1,2,2,0,16,1,0,0,2,1,1
Email 3758,8,15,4,9,8,7,110,15,1,29,32,11,3
Email 3759,8,15,4,9,8,7,110,15,1,29,32,11,3
Email 3760,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3761,1,4,2,0,2,0,17,0,0,2,7,1,0
Email 3762,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3763,1,4,2,0,2,0,17,0,0,2,7,1,0
Email 3764,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 3765,4,2,1,2,2,1,33,1,0,5,6,1,0
Email 3766,3,4,2,4,3,2,59,7,3,8,7,3,2
Email 3767,14,7,2,3,7,1,56,4,0,5,6,0,0
Email 3768,1,2,1,0,0,1,38,0,0,5,5,4,0
Email 3769,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 3770,0,2,1,0,1,1,8,1,0,4,1,1,0
Email 3771,14,7,2,3,7,1,56,4,0,5,6,0,0
Email 3772,0,0,1,0,1,0,2,0,0,0,0,0,0
Email 3773,2,11,1,6,4,5,58,10,0,12,8,7,2
Email 3774,4,4,2,1,2,8,39,5,2,5,5,8,1
Email 3775,104,62,14,43,38,16,478,4,1,120,72,52,12
Email 3776,113,75,15,46,44,21,514,4,1,133,79,61,13
Email 3777,0,1,2,0,0,0,14,0,1,4,3,1,0
Email 3778,4,2,1,2,2,1,33,1,0,5,6,1,0
Email 3779,0,1,1,0,0,0,18,0,0,2,3,2,0
Email 3780,2,3,1,2,0,2,21,1,0,1,5,0,0
Email 3781,1,3,2,1,1,2,37,1,2,4,8,10,4
Email 3782,2,3,1,2,0,2,21,1,0,1,5,0,0
Email 3783,2,0,1,2,0,0,11,1,0,1,5,0,0
Email 3784,27,11,8,7,12,3,128,9,1,9,23,5,1
Email 3785,0,3,2,0,2,0,14,0,0,1,7,1,0
Email 3786,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3787,0,0,1,1,2,0,6,0,0,1,1,0,0
Email 3788,27,11,8,7,12,3,128,9,1,9,23,5,1
Email 3789,3,5,2,3,5,4,37,5,0,15,4,0,0
Email 3790,0,3,2,0,2,0,14,0,0,1,7,1,0
Email 3791,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3792,10,5,1,5,1,5,45,8,3,7,7,1,1
Email 3793,2,5,7,2,3,0,35,1,2,12,15,3,0
Email 3794,2,5,7,2,3,0,35,1,2,12,15,3,0
Email 3795,11,15,19,1,3,0,83,4,7,2,7,16,7
Email 3796,11,15,19,1,3,0,83,4,7,2,7,16,7
Email 3797,0,4,2,0,1,0,53,0,0,10,5,0,0
Email 3798,0,7,2,0,0,0,10,0,0,1,2,0,0
Email 3799,4,4,2,1,2,8,42,5,2,5,5,7,1
Email 3800,5,3,1,3,1,2,35,1,1,8,9,2,0
Email 3801,5,3,1,3,1,2,35,1,1,8,9,2,0
Email 3802,1,2,1,0,1,1,21,8,0,4,2,2,0
Email 3803,1,2,1,1,2,1,17,0,0,5,4,2,0
Email 3804,17,10,2,20,3,8,151,4,0,21,8,15,1
Email 3805,1,1,1,0,2,0,3,0,0,1,4,1,0
Email 3806,17,9,2,20,3,8,146,4,0,21,7,15,1
Email 3807,1,0,1,0,2,0,2,0,0,1,3,1,0
Email 3808,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3809,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3810,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3811,7,2,1,2,1,1,26,0,1,3,4,0,0
Email 3812,7,4,1,5,3,0,60,8,0,8,6,3,0
Email 3813,1,3,2,0,0,0,43,0,1,3,7,2,0
Email 3814,0,1,1,0,1,0,17,1,0,0,8,1,0
Email 3815,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3816,2,0,1,0,1,0,10,1,0,0,1,1,0
Email 3817,19,22,30,1,7,1,138,4,14,8,14,20,9
Email 3818,5,6,1,4,4,2,34,4,0,14,7,1,0
Email 3819,2,0,1,0,1,0,10,1,0,0,1,1,0
Email 3820,19,22,30,1,7,1,138,4,14,8,14,20,9
Email 3821,1,11,2,0,2,5,84,1,0,11,21,7,1
Email 3822,1,3,1,1,0,0,11,2,0,5,3,0,0
Email 3823,24,9,8,4,2,8,101,1,4,18,22,11,5
Email 3824,28,15,18,6,3,9,145,2,8,26,35,15,6
Email 3825,28,15,18,6,3,9,145,2,8,26,35,15,6
Email 3826,24,9,8,4,2,8,101,1,4,18,22,11,5
Email 3827,3,3,1,1,2,0,29,7,1,2,2,4,2
Email 3828,4,4,2,1,2,7,40,5,2,5,5,7,1
Email 3829,12,15,1,3,6,3,65,9,4,21,19,3,0
Email 3830,0,0,1,0,1,0,2,1,0,3,1,0,0
Email 3831,12,15,1,3,6,3,65,9,4,21,19,3,0
Email 3832,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3833,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3834,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3835,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3836,3,3,3,0,0,0,9,0,0,2,1,0,0
Email 3837,3,3,3,0,0,0,9,0,0,2,1,0,0
Email 3838,2,4,2,0,2,0,17,0,0,3,2,1,1
Email 3839,2,4,2,0,2,0,17,0,0,3,2,1,1
Email 3840,2,1,1,0,2,0,10,0,0,0,2,0,0
Email 3841,2,1,1,0,2,0,10,0,0,0,2,0,0
Email 3842,0,0,1,0,0,0,4,0,0,1,0,0,0
Email 3843,0,0,1,0,0,0,4,0,0,1,0,0,0
Email 3844,1,4,2,1,1,1,35,2,1,7,8,10,4
Email 3845,11,17,6,8,10,4,113,8,2,21,31,17,7
Email 3846,15,21,26,7,8,5,164,10,9,22,36,10,4
Email 3847,15,21,26,7,8,5,164,10,9,22,36,10,4
Email 3848,5,5,1,1,1,0,15,0,0,3,2,1,1
Email 3849,42,19,1,8,7,7,213,1,3,51,29,17,1
Email 3850,6,7,6,1,1,0,30,1,1,4,6,2,2
Email 3851,6,1,6,1,6,0,38,3,2,6,6,3,1
Email 3852,10,0,1,1,1,0,31,2,0,2,4,7,3
Email 3853,10,0,1,1,1,0,31,2,0,2,4,7,3
Email 3854,1,6,1,7,2,2,53,4,0,11,13,5,0
Email 3855,6,1,6,1,6,0,38,3,2,6,6,3,1
Email 3856,0,2,1,3,3,0,53,3,1,6,0,0,0
Email 3857,6,7,6,1,1,0,30,1,1,4,6,2,2
Email 3858,3,7,1,5,4,0,74,17,3,12,19,8,0
Email 3859,5,5,1,1,1,0,15,0,0,3,2,1,1
Email 3860,4,6,2,5,3,0,27,1,0,3,4,2,1
Email 3861,12,20,1,8,2,7,119,8,0,25,16,12,5
Email 3862,3,1,1,1,0,1,13,1,0,4,1,1,0
Email 3863,4,6,2,5,3,0,27,1,0,3,4,2,1
Email 3864,1,3,2,0,4,0,19,0,0,1,8,1,0
Email 3865,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3866,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3867,14,21,2,16,13,5,171,23,3,43,22,14,6
Email 3868,0,7,1,0,0,0,8,0,0,4,2,1,0
Email 3869,1,3,2,0,4,0,19,0,0,1,8,1,0
Email 3870,6,8,3,6,0,2,99,7,1,19,8,6,0
Email 3871,0,0,1,0,0,0,5,1,0,2,1,0,0
Email 3872,0,0,1,0,0,0,1,0,0,0,0,0,0
Email 3873,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3874,1,3,1,0,1,1,5,3,0,2,1,0,0
Email 3875,1,3,1,0,0,3,19,0,0,2,4,0,0
Email 3876,0,3,2,0,2,0,15,0,0,1,7,1,0
Email 3877,3,4,9,0,5,0,32,0,4,0,8,1,0
Email 3878,3,4,9,0,5,0,32,0,4,0,8,1,0
Email 3879,2,2,1,0,0,2,9,0,0,2,8,1,1
Email 3880,2,2,1,0,0,2,9,0,0,2,8,1,1
Email 3881,1,1,1,0,0,0,7,0,0,1,2,0,0
Email 3882,2,4,1,0,2,3,35,3,0,8,4,6,2
Email 3883,3,3,1,2,2,1,30,1,0,10,7,2,0
Email 3884,4,0,1,1,2,0,24,3,0,4,5,3,0
Email 3885,2,1,1,1,3,0,38,3,0,7,5,3,1
Email 3886,2,2,2,0,1,0,22,0,0,2,8,0,0
Email 3887,1,1,1,3,0,1,26,1,1,3,2,1,0
Email 3888,1,1,1,1,1,1,12,0,1,1,0,3,3
Email 3889,1,1,1,1,1,1,12,0,1,1,0,3,3
Email 3890,1,10,4,3,1,18,71,3,0,13,22,6,2
Email 3891,14,5,2,2,1,18,48,1,1,15,9,5,1
Email 3892,2,2,2,0,1,0,22,0,0,2,8,0,0
Email 3893,2,2,2,0,2,1,11,3,0,8,3,6,1
Email 3894,1,3,2,0,0,0,15,2,0,2,5,4,1
Email 3895,4,0,1,1,2,0,24,3,0,4,5,3,0
Email 3896,2,4,1,0,2,3,35,3,0,8,4,6,2
Email 3897,19,21,2,12,7,11,143,14,1,40,27,8,4
Email 3898,2,1,1,1,0,0,11,0,0,1,1,4,0
Email 3899,12,20,1,8,2,7,119,8,0,25,16,12,5
Email 3900,14,22,2,16,13,5,174,25,3,44,22,14,6
Email 3901,2,1,1,1,0,0,11,0,0,1,1,4,0
Email 3902,1,3,2,0,2,0,15,0,0,2,8,1,0
Email 3903,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3904,1,3,2,0,2,0,15,0,0,2,8,1,0
Email 3905,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3906,4,5,5,1,3,2,44,0,2,5,14,6,2
Email 3907,21,19,23,6,3,2,168,3,15,28,39,20,4
Email 3908,5,6,13,0,2,0,47,1,7,7,15,9,1
Email 3909,12,11,17,5,2,2,130,1,13,20,37,15,2
Email 3910,0,0,1,1,1,0,9,0,0,3,4,0,0
Email 3911,4,5,5,1,3,2,44,0,2,5,14,6,2
Email 3912,0,3,1,0,0,1,10,0,0,3,1,1,0
Email 3913,2,11,4,3,0,19,84,4,0,13,26,7,1
Email 3914,21,19,23,6,3,2,168,3,15,28,39,20,4
Email 3915,3,2,2,2,1,2,25,7,0,3,5,1,0
Email 3916,5,6,13,0,2,0,47,1,7,7,15,9,1
Email 3917,12,11,17,5,2,2,130,1,13,20,37,15,2
Email 3918,3,3,1,3,2,0,18,1,0,7,6,0,0
Email 3919,5,4,1,2,0,1,39,0,1,5,4,7,1
Email 3920,4,1,2,1,0,0,21,0,1,6,3,2,0
Email 3921,4,4,2,1,2,8,41,5,2,9,5,8,1
Email 3922,3,3,1,3,2,0,18,1,0,7,6,0,0
Email 3923,15,18,3,12,6,23,209,28,3,32,49,16,10
Email 3924,5,4,1,2,0,1,39,0,1,5,4,7,1
Email 3925,4,9,2,4,2,2,43,2,0,10,5,9,4
Email 3926,2,0,1,2,1,1,24,1,1,4,2,2,0
Email 3927,4,9,2,4,2,2,43,2,0,10,5,9,4
Email 3928,12,37,8,8,11,37,189,3,0,44,22,9,1
Email 3929,2,0,1,2,1,1,24,1,1,4,2,2,0
Email 3930,1,0,1,0,1,0,1,0,0,1,4,1,0
Email 3931,5,7,2,0,0,2,27,2,0,3,10,1,0
Email 3932,0,0,1,0,0,0,1,1,0,1,3,1,0
Email 3933,1,1,1,0,1,0,2,0,0,1,5,1,0
Email 3934,4,20,2,9,3,5,318,1,1,43,39,21,0
Email 3935,0,1,1,0,0,0,2,1,0,1,4,1,0
Email 3936,1,1,2,0,0,0,28,2,0,6,5,1,0
Email 3937,1,3,2,0,2,0,14,0,0,2,8,1,0
Email 3938,10,6,2,7,3,2,67,8,1,14,6,2,0
Email 3939,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3940,1,3,2,0,2,0,14,0,0,2,8,1,0
Email 3941,1,1,1,1,0,1,22,1,0,2,2,2,0
Email 3942,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3943,3,0,1,2,1,1,17,1,0,2,1,3,0
Email 3944,28,30,9,24,11,17,249,5,2,100,47,23,5
Email 3945,3,0,1,2,1,1,17,1,0,2,1,3,0
Email 3946,4,1,2,1,0,0,21,0,1,6,3,2,0
Email 3947,5,8,2,4,3,5,48,14,0,22,15,1,0
Email 3948,3,0,1,1,1,2,33,1,0,8,4,0,0
Email 3949,103,57,23,43,32,66,533,7,10,177,117,73,24
Email 3950,7,4,2,0,1,3,25,3,3,6,13,4,1
Email 3951,3,2,1,1,1,1,17,0,0,1,3,4,1
Email 3952,3,2,1,1,1,1,17,0,0,1,3,4,1
Email 3953,1,2,1,0,0,1,14,1,0,4,3,4,2
Email 3954,16,11,1,11,1,8,94,6,3,24,20,12,1
Email 3955,7,4,2,0,1,3,25,3,3,6,13,4,1
Email 3956,0,1,1,0,0,0,2,0,0,1,4,1,0
Email 3957,13,31,3,2,3,0,114,2,0,22,13,5,1
Email 3958,0,0,1,0,0,0,1,0,0,1,3,1,0
Email 3959,37,29,6,23,19,28,249,3,3,94,54,39,8
Email 3960,0,4,2,0,3,1,36,1,0,4,7,2,0
Email 3961,13,30,3,2,3,0,113,2,0,22,12,5,1
Email 3962,2,3,2,2,0,2,36,1,0,2,4,3,0
Email 3963,0,0,1,0,0,1,22,1,0,4,2,7,3
Email 3964,3,0,1,2,2,0,23,1,1,3,5,2,0
Email 3965,42,19,1,8,7,7,214,1,3,52,29,17,1
Email 3966,60,51,19,39,26,50,487,3,2,144,93,52,20
Email 3967,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3968,1,57,2,0,3,3,414,2,0,124,190,3,2
Email 3969,1,3,2,0,2,0,15,0,0,2,8,1,0
Email 3970,2,2,1,2,1,0,44,0,0,9,9,4,1
Email 3971,3,0,1,2,2,0,23,1,1,3,5,2,0
Email 3972,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 3973,37,36,7,27,13,26,326,1,2,89,62,36,13
Email 3974,1,3,2,0,2,0,15,0,0,2,8,1,0
Email 3975,1,0,1,0,0,0,4,0,0,1,1,0,0
Email 3976,1,2,2,0,0,0,6,0,0,1,1,0,0
Email 3977,1,0,2,0,1,0,5,0,0,1,1,0,0
Email 3978,9,2,4,3,1,3,49,1,0,6,6,7,0
Email 3979,1,3,1,2,1,0,14,1,0,5,0,3,0
Email 3980,1,0,1,0,0,0,4,0,0,1,1,0,0
Email 3981,1,2,2,0,0,0,6,0,0,1,1,0,0
Email 3982,1,1,1,0,0,0,51,0,0,5,2,1,0
Email 3983,0,1,1,1,1,1,8,0,0,3,0,3,1
Email 3984,1,0,2,0,1,0,5,0,0,1,1,0,0
Email 3985,2,2,1,0,2,5,12,1,0,2,7,0,0
Email 3986,9,2,4,3,1,3,49,1,0,6,6,7,0
Email 3987,7,9,2,5,3,5,58,17,0,25,19,4,3
Email 3988,0,0,1,0,0,0,5,2,0,0,1,0,0
Email 3989,3,0,1,1,1,2,33,1,0,8,4,0,0
Email 3990,30,26,3,8,6,22,132,4,0,50,28,22,2
Email 3991,4,1,4,4,2,0,26,2,2,5,6,4,2
Email 3992,6,3,15,2,7,1,67,4,6,7,12,4,2
Email 3993,18,8,1,5,3,1,81,0,1,23,15,2,0
Email 3994,0,2,1,1,0,1,14,0,0,2,3,3,1
Email 3995,18,8,1,5,3,1,81,0,1,23,15,2,0
Email 3996,6,3,15,2,7,1,67,4,6,7,12,4,2
Email 3997,4,1,4,4,2,0,26,2,2,5,6,4,2
Email 3998,2,1,1,1,1,0,9,0,0,2,2,0,0
Email 3999,11,4,1,6,1,3,75,3,3,9,13,14,5
Email 4000,2,1,1,1,1,0,9,0,0,2,2,0,0
Email 4001,0,2,2,0,0,1,40,1,0,4,6,3,1
Email 4002,11,4,1,6,1,3,75,3,3,9,13,14,5
Email 4003,0,5,2,0,2,0,18,0,0,4,7,1,0
Email 4004,0,0,1,0,0,0,22,0,0,9,0,0,0
Email 4005,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 4006,0,5,2,0,2,0,18,0,0,4,7,1,0
Email 4007,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 4008,1,3,1,0,1,0,26,0,1,2,4,0,0
Email 4009,2,0,1,0,0,1,7,2,0,1,1,0,0
Email 4010,1,3,1,0,1,0,26,0,1,2,4,0,0
Email 4011,4,0,1,0,5,0,22,0,0,6,2,0,0
Email 4012,6,4,4,1,3,1,55,1,1,13,11,2,0
Email 4013,0,1,2,1,0,0,17,0,1,6,6,1,0
Email 4014,2,0,1,2,1,1,18,3,1,3,7,1,1
Email 4015,4,0,1,0,5,0,22,0,0,6,2,0,0
Email 4016,0,0,1,0,0,0,7,1,0,1,0,0,0
Email 4017,6,4,4,1,3,1,55,1,1,13,11,2,0
Email 4018,10,9,6,4,3,2,78,14,2,20,8,7,2
Email 4019,7,5,9,6,5,0,60,4,3,14,16,7,4
Email 4020,7,5,9,6,5,0,60,4,3,14,16,7,4
Email 4021,2,0,3,1,0,0,7,0,0,1,2,0,0
Email 4022,0,2,2,0,0,0,9,0,0,0,1,0,0
Email 4023,0,2,2,0,0,0,9,0,0,0,1,0,0
Email 4024,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 4025,3,8,2,0,5,0,31,0,0,3,9,1,0
Email 4026,1,5,1,0,2,1,49,3,2,11,3,3,1
Email 4027,0,0,1,0,1,0,3,0,0,0,0,0,0
Email 4028,3,8,2,0,5,0,31,0,0,3,9,1,0
Email 4029,2,0,1,0,0,0,11,1,0,3,2,5,1
Email 4030,7,3,1,3,8,3,23,4,0,4,4,0,0
Email 4031,1,1,1,1,2,2,20,0,0,2,4,2,0
Email 4032,2,0,1,0,0,0,11,1,0,3,2,5,1
Email 4033,4,0,1,1,0,1,14,3,0,10,5,2,0
Email 4034,3,3,2,1,0,0,17,2,0,4,1,3,0
Email 4035,0,0,1,0,0,0,4,1,0,1,1,0,0
Email 4036,11,17,1,6,4,7,85,20,0,19,19,8,3
Email 4037,11,17,1,6,4,7,85,20,0,19,19,8,3
Email 4038,1,2,3,0,1,0,30,0,1,6,6,5,0
Email 4039,2,6,1,6,1,1,63,4,0,13,5,2,1
Email 4040,0,1,2,1,0,0,17,0,1,6,6,1,0
Email 4041,2,2,1,2,2,2,42,9,2,6,6,5,1
Email 4042,0,0,1,0,0,2,3,0,0,1,0,0,0
Email 4043,1,2,3,0,1,0,30,0,1,6,6,5,0
Email 4044,1,0,1,0,0,0,4,1,0,1,0,0,0
Email 4045,13,12,15,8,7,5,115,5,7,19,23,10,5
Email 4046,0,0,1,1,0,0,7,0,0,1,0,1,1
Email 4047,0,1,1,2,0,0,17,0,0,3,2,6,1
Email 4048,4,6,4,3,3,2,29,9,1,4,8,6,0
Email 4049,0,1,1,2,0,0,17,0,0,3,2,6,1
Email 4050,13,12,15,8,7,5,115,5,7,19,23,10,5
Email 4051,85,43,25,56,23,38,491,4,5,125,95,62,19
Email 4052,5,6,1,4,4,1,27,2,0,4,2,3,2
Email 4053,6,10,7,3,1,1,65,0,4,6,24,1,0
Email 4054,6,10,7,3,1,1,65,0,4,6,24,1,0
Email 4055,1,2,1,0,3,1,18,3,0,7,6,4,2
Email 4056,4,3,4,1,0,1,23,0,0,4,5,0,0
Email 4057,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4058,9,18,2,4,9,2,66,13,0,18,13,10,2
Email 4059,9,18,2,4,9,2,66,13,0,18,13,10,2
Email 4060,1,1,2,0,0,0,16,0,0,4,2,0,0
