Email No.,the,to,ect,and,for,of,a,you,hou,in,on,is,this
Email 4808,8,10,2,3,7,8,79,2,2,15,19,10,1
Email 4809,3,2,1,0,1,0,21,3,0,6,4,2,1
Email 4810,1,2,2,1,0,0,3,0,0,0,0,0,0
Email 4811,3,4,1,2,1,1,26,3,0,6,4,6,1
Email 4812,19,17,5,4,2,0,93,6,1,8,20,2,1
Email 4813,7,4,3,3,1,4,31,2,1,4,1,7,1
Email 4814,2,2,3,2,0,2,25,1,0,3,2,3,2
Email 4815,0,0,1,1,1,1,2,0,0,1,1,1,0
Email 4816,2,0,1,0,4,2,21,2,0,4,5,0,0
Email 4817,17,13,3,5,4,7,76,3,2,19,11,7,1
Email 4818,11,10,4,7,4,4,109,5,3,30,34,10,2
Email 4819,5,1,1,1,4,2,34,8,0,6,11,1,0
Email 4820,2,0,1,0,1,0,3,1,0,1,2,0,0
Email 4821,37,27,15,18,12,13,226,2,3,63,81,29,5
Email 4822,0,0,1,1,0,0,7,4,0,4,0,0,0
Email 4823,6,5,4,3,1,3,63,2,2,9,12,9,4
Email 4824,0,0,1,1,0,0,7,4,0,4,0,0,0
Email 4825,20,25,7,9,7,0,296,5,2,48,45,12,4
Email 4826,7,9,6,3,2,3,91,4,2,13,14,9,4
Email 4827,2,3,1,2,2,2,23,4,0,6,3,6,2
Email 4828,21,17,9,7,8,4,147,4,9,25,9,12,5
Email 4829,12,11,5,4,7,3,99,4,8,18,6,6,3
Email 4830,106,69,19,25,11,34,309,8,3,63,94,35,7
Email 4831,2,5,3,1,1,3,56,1,1,6,8,2,0
Email 4832,1,2,1,0,2,0,11,3,0,2,1,1,1
Email 4833,2,3,1,1,0,1,13,5,0,3,2,2,0
Email 4834,8,5,2,4,3,2,76,2,0,7,7,9,3
Email 4835,2,2,2,4,7,1,60,0,0,21,3,5,0
Email 4836,10,7,3,8,3,5,99,0,0,14,40,6,1
Email 4837,11,3,1,2,3,1,37,2,0,4,7,3,2
Email 4838,90,49,5,32,12,26,350,27,5,88,52,47,4
Email 4839,0,3,3,0,1,0,10,1,0,4,5,2,0
Email 4840,4,1,1,1,6,0,32,0,0,2,6,3,2
Email 4841,11,12,4,4,3,8,69,8,2,13,9,12,2
Email 4842,5,5,1,1,1,1,34,1,0,4,6,1,0
Email 4843,3,2,2,1,2,3,25,0,1,9,3,5,0
Email 4844,38,35,6,16,9,7,207,9,1,36,47,18,6
Email 4845,12,5,7,3,7,5,65,6,0,4,14,6,1
Email 4846,29,37,3,32,22,7,228,24,4,42,25,25,14
Email 4847,6,2,1,4,3,0,33,1,1,11,7,5,0
Email 4848,28,17,16,12,15,14,164,14,1,18,27,32,4
Email 4849,11,20,2,4,8,9,128,33,4,25,32,14,2
Email 4850,0,0,3,2,0,5,18,2,0,7,1,4,2
Email 4851,3,1,3,0,3,1,30,8,0,3,5,2,1
Email 4852,1,2,1,0,0,1,8,2,0,0,1,2,0
Email 4853,1,0,1,0,1,0,2,0,0,0,0,2,1
Email 4854,7,8,3,5,4,6,63,6,3,10,10,12,1
Email 4855,32,15,3,8,4,10,124,4,3,19,20,10,3
Email 4856,0,0,1,0,0,0,3,0,0,1,0,0,0
Email 4857,4,0,1,0,4,0,27,1,0,7,10,0,0
Email 4858,3,1,1,0,1,0,11,2,0,0,1,4,1
Email 4859,1,2,2,1,1,2,25,5,0,6,4,1,1
Email 4860,0,0,1,0,4,0,4,0,0,0,0,0,0
Email 4861,9,6,4,2,1,6,40,1,0,8,8,5,2
Email 4862,7,9,2,4,5,1,40,5,2,7,7,3,0
Email 4863,3,5,1,1,3,1,22,4,0,3,5,1,0
Email 4864,2,6,1,4,1,1,52,4,0,14,9,8,0
Email 4865,5,4,1,3,1,0,29,3,0,7,4,4,2
Email 4866,3,2,1,0,0,1,23,0,0,7,3,2,0
Email 4867,2,0,1,3,2,0,20,1,0,2,3,1,1
Email 4868,4,3,1,0,1,2,13,1,0,4,3,1,0
Email 4869,3,2,1,0,1,0,17,6,0,7,5,0,0
Email 4870,2,2,2,0,0,0,25,0,0,3,5,1,0
Email 4871,3,1,1,2,3,0,20,0,1,1,3,1,1
Email 4872,5,5,1,5,4,2,60,3,0,11,8,4,0
Email 4873,56,35,4,9,0,17,198,3,7,51,33,18,3
Email 4874,3,2,1,1,1,2,15,1,0,1,3,4,0
Email 4875,2,1,1,0,1,0,4,1,0,2,2,1,0
Email 4876,3,6,1,5,4,4,53,7,1,17,12,4,1
Email 4877,2,5,1,3,2,1,30,4,0,8,2,2,0
Email 4878,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4879,1,1,5,1,1,1,25,0,0,4,3,6,0
Email 4880,18,15,2,1,4,14,120,5,0,15,21,10,5
Email 4881,34,25,4,16,20,19,214,21,6,45,43,31,15
Email 4882,11,15,6,10,13,7,129,8,2,24,31,16,7
Email 4883,9,5,1,0,1,5,42,5,0,7,5,2,2
Email 4884,9,7,3,6,4,4,56,1,1,6,12,9,3
Email 4885,0,0,1,1,1,0,9,0,0,5,1,3,0
Email 4886,3,2,7,1,1,1,37,0,2,5,4,9,0
Email 4887,4,2,2,1,2,1,23,1,0,3,5,5,1
Email 4888,0,0,1,0,0,0,0,0,0,1,3,0,0
Email 4889,12,6,5,4,3,12,109,5,0,15,23,11,2
Email 4890,0,1,1,0,2,5,15,0,0,0,4,5,0
Email 4891,5,3,2,3,1,4,39,0,3,5,3,2,0
Email 4892,6,3,3,2,1,2,44,3,0,8,8,1,0
Email 4893,19,10,3,11,5,9,99,7,0,21,21,11,4
Email 4894,50,43,17,26,23,35,358,6,5,125,80,46,18
Email 4895,10,7,3,5,5,1,83,8,0,18,13,10,1
Email 4896,0,9,2,3,0,0,29,2,1,1,2,5,2
Email 4897,10,12,6,12,1,4,149,5,0,18,19,17,7
Email 4898,1,0,1,2,0,0,16,1,0,0,0,3,0
Email 4899,72,45,3,26,6,23,395,13,2,60,60,39,10
Email 4900,14,5,2,3,2,0,38,2,0,6,5,3,0
Email 4901,48,54,3,30,23,34,310,23,7,68,88,41,9
Email 4902,3,3,3,3,2,1,47,3,0,6,3,2,2
Email 4903,2,2,2,3,2,0,34,2,0,4,3,2,2
Email 4904,2,4,2,1,3,1,23,3,2,5,5,4,0
Email 4905,27,47,11,42,12,10,1450,1,0,158,136,84,3
Email 4906,2,1,1,2,1,0,39,1,1,3,5,5,0
Email 4907,6,8,1,1,0,2,33,4,1,7,3,4,1
Email 4908,0,0,1,0,0,0,3,0,0,0,0,0,0
Email 4909,0,6,1,0,0,0,17,1,0,2,1,4,1
Email 4910,0,6,1,0,0,0,20,1,0,0,2,3,1
Email 4911,2,3,1,3,0,0,19,0,1,0,2,5,0
Email 4912,14,20,5,8,4,4,193,5,0,46,32,24,8
Email 4913,4,4,2,2,0,1,23,1,1,2,1,2,0
Email 4914,2,5,1,1,3,0,48,3,0,16,11,4,2
Email 4915,36,34,10,24,9,16,268,18,2,53,47,36,14
Email 4916,2,4,2,0,0,4,27,2,1,5,6,4,2
Email 4917,48,29,5,32,9,20,255,1,1,79,59,31,7
Email 4918,14,28,9,9,4,4,265,6,0,55,39,33,12
Email 4919,2,4,1,0,2,0,18,0,0,4,3,3,1
Email 4920,12,10,1,4,2,3,53,2,0,9,9,4,2
Email 4921,16,18,1,3,0,4,67,2,1,12,19,14,6
Email 4922,12,11,7,10,10,7,128,7,1,22,32,14,6
Email 4923,4,3,1,2,2,0,16,0,0,1,2,0,0
Email 4924,6,14,2,2,5,6,98,11,1,14,19,9,1
Email 4925,52,27,6,23,16,15,287,4,2,64,47,31,13
Email 4926,1,1,1,0,1,0,11,0,0,3,1,1,0
Email 4927,0,9,5,6,0,1,105,1,1,28,6,9,2
Email 4928,0,0,1,0,0,0,2,0,0,0,2,0,0
Email 4929,23,15,6,3,0,8,92,2,0,10,19,0,0
Email 4930,2,1,1,1,1,1,9,0,0,0,2,5,0
Email 4931,4,3,4,3,6,6,37,5,0,3,7,8,1
Email 4932,17,26,1,5,4,5,100,18,1,17,37,6,2
Email 4933,32,19,5,10,7,13,222,0,2,49,63,26,3
Email 4934,5,8,4,1,2,0,38,1,0,9,10,5,0
Email 4935,18,13,6,8,12,8,115,7,2,28,37,16,7
Email 4936,1,1,1,0,1,0,12,0,0,2,3,1,0
Email 4937,0,0,1,0,1,0,15,0,0,0,1,3,2
Email 4938,1,1,2,0,0,0,24,0,0,3,6,0,0
Email 4939,0,2,1,1,3,0,66,0,0,12,11,8,0
Email 4940,3,2,2,1,2,1,27,1,0,3,5,6,1
Email 4941,4,11,4,5,2,2,69,9,2,15,14,7,2
Email 4942,4,11,5,8,2,0,55,7,1,10,12,1,1
Email 4943,0,2,2,1,2,1,32,0,0,4,1,0,0
Email 4944,7,4,3,3,1,4,31,2,1,4,1,7,1
Email 4945,2,3,1,2,1,0,18,0,0,3,4,1,1
Email 4946,63,31,8,14,5,26,257,6,0,43,35,22,6
Email 4947,13,5,1,10,5,9,84,7,0,21,23,14,4
Email 4948,4,1,1,0,2,0,16,1,1,1,3,0,0
Email 4949,6,10,7,2,7,1,58,7,1,15,19,1,1
Email 4950,31,40,15,27,15,9,237,16,1,56,56,23,9
Email 4951,40,6,4,6,5,11,130,3,0,31,30,13,3
Email 4952,8,3,2,4,0,2,58,2,0,7,5,6,0
Email 4953,0,0,1,0,0,0,3,0,0,0,1,0,0
Email 4954,5,4,3,2,2,0,33,1,0,7,4,3,1
Email 4955,19,29,6,19,11,9,165,15,4,30,45,18,9
Email 4956,2,0,1,1,1,0,8,0,0,3,2,2,0
Email 4957,5,10,2,8,2,0,63,1,0,14,4,6,3
Email 4958,13,5,3,5,8,16,136,1,0,30,32,19,1
Email 4959,6,3,2,2,1,4,38,2,0,12,10,7,0
Email 4960,2,6,1,3,0,3,25,4,0,2,1,3,1
Email 4961,18,17,8,13,4,7,139,18,0,26,23,8,0
Email 4962,1,0,1,2,2,0,11,0,0,0,1,0,0
Email 4963,67,49,9,27,26,18,436,8,4,107,81,62,33
Email 4964,13,17,5,9,11,5,117,11,1,24,38,15,7
Email 4965,7,8,3,3,4,3,44,2,0,12,4,9,0
Email 4966,4,2,3,1,1,2,17,0,0,7,7,0,0
Email 4967,8,12,3,4,8,0,109,7,0,18,24,18,2
Email 4968,10,11,3,4,5,2,76,2,1,16,13,5,3
Email 4969,0,1,1,1,0,0,30,0,1,2,4,1,0
Email 4970,82,67,15,35,32,19,621,8,4,137,109,78,36
Email 4971,1,2,2,1,0,1,28,0,1,5,1,0,0
Email 4972,2,3,1,1,1,0,10,0,0,0,1,0,0
Email 4973,3,1,1,0,0,0,19,1,1,3,5,2,1
Email 4974,34,28,8,10,3,4,254,9,2,45,44,29,5
Email 4975,8,33,6,7,5,3,184,9,0,17,26,16,11
Email 4976,3,26,4,5,5,3,143,7,0,15,23,14,9
Email 4977,2,1,1,0,0,1,9,0,0,3,1,2,0
Email 4978,1,2,1,1,1,0,20,5,0,4,2,2,0
Email 4979,36,46,7,41,26,22,345,19,1,82,75,32,4
Email 4980,2,1,1,2,0,1,16,1,0,2,4,2,1
Email 4981,4,13,2,3,0,5,72,6,0,8,5,5,1
Email 4982,2,0,1,0,0,1,14,2,0,2,7,5,0
Email 4983,11,18,5,5,5,3,133,5,1,25,17,9,4
Email 4984,10,17,6,11,11,8,133,11,1,28,33,13,6
Email 4985,1,1,1,1,1,2,20,0,2,5,2,2,0
Email 4986,37,23,5,19,2,14,245,0,3,71,34,22,1
Email 4987,5,8,3,2,7,0,48,1,2,17,9,3,1
Email 4988,17,9,2,7,4,6,71,4,2,19,9,13,2
Email 4989,5,6,1,0,1,0,38,0,1,7,4,6,1
Email 4990,28,20,5,14,9,26,199,25,3,40,40,9,6
Email 4991,3,1,1,1,0,0,19,4,1,4,4,2,1
Email 4992,23,26,4,11,14,12,241,18,0,66,60,22,6
Email 4993,3,14,2,5,2,2,47,8,0,20,16,11,2
Email 4994,1,4,1,0,1,2,30,3,0,9,4,2,1
Email 4995,3,4,3,4,5,1,48,0,2,4,16,16,4
Email 4996,20,6,3,1,1,1,34,0,0,15,18,2,0
Email 4997,0,7,1,0,0,0,20,1,1,0,2,3,1
Email 4998,6,8,1,3,2,1,64,7,1,16,13,4,1
Email 4999,8,6,2,5,6,1,51,4,0,4,9,10,5
Email 5000,13,12,3,7,6,4,96,9,1,10,15,11,7
Email 5001,8,15,2,6,2,5,85,6,0,26,12,5,1
Email 5002,0,0,1,1,0,0,1,0,0,0,1,0,0
Email 5003,1,1,1,1,1,0,12,0,0,0,1,0,0
Email 5004,38,38,4,21,3,5,193,20,4,37,36,19,4
Email 5005,5,4,1,2,1,3,57,0,0,10,9,2,0
Email 5006,4,9,1,2,3,3,38,3,2,14,5,8,1
Email 5007,5,1,1,1,1,2,21,3,1,2,6,2,1
Email 5008,0,5,2,2,3,0,24,3,0,4,3,2,0
Email 5009,0,2,1,2,2,3,28,0,0,7,10,7,0
Email 5010,14,15,4,5,2,2,68,0,0,13,8,6,1
Email 5011,0,0,1,0,0,0,2,0,0,0,0,0,0
Email 5012,13,12,1,8,4,6,91,11,1,33,19,10,2
Email 5013,8,8,2,5,3,3,44,2,0,11,9,1,1
Email 5014,50,22,8,18,16,20,244,0,0,65,41,21,1
Email 5015,2,0,1,1,0,0,4,1,0,1,0,2,0
Email 5016,4,3,1,0,2,3,36,2,0,9,11,11,5
Email 5017,3,5,1,2,3,1,64,3,0,6,9,10,6
Email 5018,0,0,1,0,1,0,7,1,0,2,0,0,0
Email 5019,25,27,3,6,8,7,110,5,0,20,11,10,0
Email 5020,0,2,1,3,0,0,17,0,0,2,3,0,0
Email 5021,1,0,1,0,1,0,20,0,0,0,7,2,0
Email 5022,10,10,3,2,1,1,81,0,1,8,13,3,0
Email 5023,5,19,4,13,5,14,183,9,2,26,28,19,4
Email 5024,18,11,4,4,5,2,95,6,3,32,12,5,3
Email 5025,28,30,4,9,8,8,129,5,0,23,13,12,2
Email 5026,8,5,1,0,2,0,45,0,0,5,1,4,2
Email 5027,11,5,1,1,2,2,36,3,1,4,1,0,0
Email 5028,6,2,1,1,1,2,8,3,1,2,0,0,0
Email 5029,6,13,3,2,5,2,104,3,0,11,12,12,6
Email 5030,19,15,4,8,4,6,138,4,0,38,18,12,2
Email 5031,7,8,1,3,2,1,59,6,1,9,9,7,0
Email 5032,1,1,1,0,1,0,8,2,0,3,1,2,1
Email 5033,9,11,4,1,2,2,55,13,0,13,18,7,2
Email 5034,8,10,2,0,5,1,55,6,0,12,8,11,3
Email 5035,17,15,3,21,4,8,374,0,7,35,105,17,2
Email 5036,29,26,2,20,7,18,282,6,2,78,25,21,7
Email 5037,17,15,2,21,4,8,374,0,7,35,103,16,2
Email 5038,3,4,2,1,1,0,23,2,0,2,2,2,0
Email 5039,2,1,1,2,0,0,17,0,0,0,2,2,0
Email 5040,5,3,1,0,2,3,34,2,0,8,10,11,4
Email 5041,5,6,2,4,2,2,45,3,0,6,16,7,0
Email 5042,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 5043,19,34,5,18,5,6,421,16,0,55,59,29,3
Email 5044,0,0,1,0,0,0,1,0,0,0,1,1,1
Email 5045,11,10,7,8,9,3,132,22,1,23,22,12,2
Email 5046,4,5,3,1,2,2,43,2,0,5,6,2,0
Email 5047,0,3,1,1,4,0,25,1,0,1,1,0,0
Email 5048,5,4,1,1,1,5,45,4,1,11,9,5,1
Email 5049,11,10,7,8,9,3,132,22,1,23,22,12,2
Email 5050,9,12,3,6,2,0,63,11,0,25,6,3,0
Email 5051,0,2,1,3,0,1,21,1,0,1,4,0,0
Email 5052,24,17,7,5,11,3,86,16,1,42,47,12,8
Email 5053,25,22,5,13,8,8,156,8,0,25,25,15,4
Email 5054,3,3,1,1,2,0,16,1,0,2,1,0,0
Email 5055,2,1,3,0,0,0,17,1,0,3,0,0,0
Email 5056,5,1,1,2,1,2,15,1,0,3,2,2,2
Email 5057,5,3,2,0,0,0,26,2,0,4,4,0,0
Email 5058,10,3,1,3,2,2,45,3,0,15,5,9,1
Email 5059,29,15,4,23,16,24,206,2,1,65,75,6,3
Email 5060,11,11,5,6,10,5,112,7,1,35,30,13,6
Email 5061,57,47,13,33,16,34,300,9,4,81,90,22,6
Email 5062,2,2,1,0,0,1,11,1,0,0,0,0,0
Email 5063,6,8,2,2,2,0,47,1,1,12,12,1,0
Email 5064,8,8,3,2,2,6,68,5,1,15,12,5,1
Email 5065,3,5,2,1,1,1,35,2,0,8,6,2,0
Email 5066,0,1,1,1,0,0,8,1,0,4,0,1,0
Email 5067,17,14,3,8,6,17,83,5,2,27,27,14,7
Email 5068,3,2,1,1,1,2,10,5,0,8,3,1,0
Email 5069,53,49,3,25,47,30,433,0,2,78,102,26,4
Email 5070,1,1,1,0,0,0,1,1,0,0,2,0,0
Email 5071,0,1,1,0,2,1,17,1,1,2,4,0,0
Email 5072,0,1,1,0,0,0,2,1,0,0,1,0,0
Email 5073,6,7,2,1,3,0,60,1,0,7,7,6,3
Email 5074,11,17,1,7,2,6,105,2,0,30,38,7,2
Email 5075,11,4,2,3,2,3,51,2,0,12,7,7,3
Email 5076,2,12,4,2,3,3,82,3,1,18,20,13,5
Email 5077,5,4,1,0,2,3,36,2,0,9,10,11,5
Email 5078,15,6,2,6,7,3,52,6,1,17,9,7,3
Email 5079,5,3,1,1,1,0,16,4,0,4,5,3,0
Email 5080,7,10,3,1,4,0,132,1,0,15,12,10,4
Email 5081,3,5,1,3,0,2,24,2,2,4,3,0,0
Email 5082,12,6,4,3,5,1,47,5,1,18,2,2,2
Email 5083,0,1,1,0,2,0,12,2,0,1,7,1,0
Email 5084,6,2,2,5,0,1,31,0,1,11,4,1,0
Email 5085,0,2,2,0,0,0,14,0,0,6,4,2,0
Email 5086,10,18,10,6,4,4,156,6,2,28,21,11,8
Email 5087,1,2,1,3,0,0,20,2,0,1,3,3,0
Email 5088,9,13,6,2,3,2,89,2,1,17,7,6,5
Email 5089,1,4,1,2,1,0,32,1,0,4,4,0,0
Email 5090,0,1,1,1,0,0,8,1,0,4,0,1,0
Email 5091,16,2,1,1,6,4,47,5,0,14,2,5,2
Email 5092,24,12,4,2,6,4,92,7,0,23,42,2,2
Email 5093,25,25,6,3,12,5,145,2,0,24,28,25,6
Email 5094,4,7,3,3,0,2,72,1,1,7,11,5,1
Email 5095,34,23,4,27,16,21,268,13,1,79,69,28,10
Email 5096,16,8,2,7,4,6,67,4,2,19,8,12,1
Email 5097,53,50,6,21,12,14,296,14,2,57,67,16,3
Email 5098,2,1,1,0,3,1,16,0,0,0,4,4,0
Email 5099,8,10,2,3,7,7,78,2,2,15,17,9,1
Email 5100,1,5,1,4,5,2,36,8,1,8,5,0,0
Email 5101,5,9,1,3,4,5,55,2,1,10,13,7,0
Email 5102,34,25,3,19,7,12,158,11,4,32,22,7,3
Email 5103,0,0,1,0,0,1,1,0,0,0,0,0,0
Email 5104,4,5,1,0,2,3,23,2,0,1,1,4,3
Email 5105,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 5106,10,9,7,3,2,5,54,10,2,13,17,4,1
Email 5107,33,34,8,23,20,10,267,13,1,56,66,17,6
Email 5108,4,1,3,1,0,0,22,3,1,4,6,2,0
Email 5109,3,2,3,2,2,1,39,1,0,6,2,2,1
Email 5110,6,7,2,1,3,3,45,5,2,8,7,7,0
Email 5111,1,0,1,2,1,1,14,0,0,1,1,0,0
Email 5112,3,1,2,4,0,0,32,3,0,5,1,0,0
Email 5113,7,6,2,2,0,2,56,2,1,21,18,1,0
Email 5114,8,9,2,3,3,3,56,2,0,6,3,8,5
Email 5115,23,24,3,20,7,13,398,3,4,70,70,29,3
Email 5116,7,9,2,0,2,3,58,4,0,5,8,9,3
Email 5117,2,0,1,1,1,1,10,1,0,1,3,4,1
Email 5118,7,7,2,2,2,3,53,2,0,2,5,8,3
Email 5119,17,9,2,7,4,6,68,4,2,18,9,13,2
Email 5120,15,17,4,5,3,1,171,4,3,31,16,20,7
Email 5121,10,9,3,2,3,0,103,2,2,18,10,8,1
Email 5122,5,14,4,1,0,0,98,2,2,20,8,6,0
Email 5123,0,1,1,1,0,0,20,0,0,5,2,4,2
Email 5124,3,9,3,1,0,0,75,2,2,14,8,5,0
Email 5125,4,9,3,3,0,2,31,1,0,5,5,0,0
Email 5126,5,12,3,1,2,3,63,1,0,18,9,8,1
Email 5127,17,21,5,5,3,2,213,4,3,38,18,24,7
Email 5128,11,5,1,10,0,3,45,1,2,13,4,1,1
Email 5129,5,8,10,1,0,0,40,3,1,14,22,2,0
Email 5130,16,14,4,7,7,13,107,3,3,38,32,13,4
Email 5131,2,6,2,3,1,0,33,0,0,8,6,6,3
Email 5132,3,1,2,4,0,0,30,3,0,2,1,0,0
Email 5133,13,11,3,5,3,6,83,2,1,15,11,7,2
Email 5134,7,12,4,2,2,2,70,1,0,9,10,16,1
Email 5135,34,24,2,11,17,6,123,3,1,30,19,13,3
Email 5136,0,1,1,0,1,1,56,0,0,23,6,1,0
Email 5137,1,4,1,2,0,1,15,1,0,1,0,0,0
Email 5138,5,4,1,0,0,2,12,6,0,4,3,5,0
Email 5139,49,15,2,16,19,16,191,6,1,39,32,15,1
Email 5140,33,31,4,24,17,9,228,12,1,55,32,23,5
Email 5141,46,36,4,33,17,11,300,15,1,80,47,23,4
Email 5142,32,29,2,21,15,8,182,10,1,49,28,20,4
Email 5143,2,1,1,0,1,1,20,0,0,0,7,1,0
Email 5144,37,23,3,12,4,14,144,0,2,30,34,23,6
Email 5145,1,0,2,5,0,0,39,3,0,6,4,2,0
Email 5146,2,0,1,2,7,1,68,1,0,10,11,2,0
Email 5147,0,3,2,0,0,0,7,0,0,1,1,0,0
Email 5148,21,20,2,0,4,4,84,3,2,15,14,7,2
Email 5149,12,6,1,2,5,1,61,1,1,9,9,2,0
Email 5150,10,9,4,7,2,0,107,2,1,20,15,1,0
Email 5151,16,10,3,14,13,7,161,5,0,26,31,15,2
Email 5152,4,4,1,3,2,0,49,1,1,9,6,0,0
Email 5153,2,7,3,0,2,3,37,0,0,13,18,0,0
Email 5154,1,2,4,3,1,0,25,1,0,2,5,8,0
Email 5155,3,5,1,2,1,1,28,2,0,4,6,4,1
Email 5156,7,5,1,0,4,1,36,4,0,12,2,3,2
Email 5157,4,13,1,0,3,1,48,2,0,8,26,9,1
Email 5158,14,10,4,3,6,2,107,1,1,13,15,4,0
Email 5159,2,1,1,0,1,1,16,0,1,2,4,3,0
Email 5160,2,13,1,0,2,1,38,2,0,7,24,6,1
Email 5161,10,5,2,5,2,2,61,6,0,14,13,15,2
Email 5162,59,30,4,16,9,31,195,0,2,40,56,17,2
Email 5163,2,3,1,2,1,2,32,0,0,7,3,2,0
Email 5164,0,0,1,0,0,0,1,0,0,0,0,0,0
Email 5165,21,18,3,1,6,4,106,1,2,18,11,4,3
Email 5166,1,0,1,0,3,1,12,1,0,2,2,1,0
Email 5167,1,0,1,1,0,0,4,0,0,0,0,1,0
Email 5168,2,2,2,3,0,0,32,0,0,5,6,1,0
Email 5169,35,27,11,2,6,5,151,4,3,23,18,6,3
Email 5170,0,0,1,1,0,0,11,0,0,1,1,3,1
Email 5171,2,7,1,0,2,1,28,2,0,8,11,7,1
Email 5172,22,24,5,1,6,5,148,8,2,23,13,5,4
